# Program:featureCounts v1.4.6-p3; Command:"featureCounts" "-t" "gene" "-g" "ID" "-s" "1" "-a" "annotation.gff" "-o" "counts.txt" "SRR10379724.bam" "SRR10379722.bam" "SRR10379725.bam" "SRR10379726.bam" "SRR10379723.bam" "SRR10379721.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10379724.bam	SRR10379722.bam	SRR10379725.bam	SRR10379726.bam	SRR10379723.bam	SRR10379721.bam
gene-SAOUHSC_01768	CP000253.1	1668709	1669269	+	561	3576	1932	4386	685	2117	2667
gene-SAOUHSC_01769	CP000253.1	1669492	1670565	-	1074	10440	3776	7261	1269	4238	5820
gene-SAOUHSC_01770	CP000253.1	1670599	1670700	-	102	750	276	546	20	291	502
gene-SAOUHSC_01771	CP000253.1	1670761	1672047	-	1287	8946	9262	9979	2030	8933	11773
gene-SAOUHSC_01772	CP000253.1	1672095	1673069	-	975	3392	3682	3446	600	3193	4313
gene-SAOUHSC_01773	CP000253.1	1673072	1673740	-	669	1300	1823	1173	97	1648	2195
gene-SAOUHSC_01774	CP000253.1	1673762	1674688	-	927	5612	6515	6202	962	6003	8093
gene-SAOUHSC_01775	CP000253.1	1674730	1675545	-	816	4431	2961	5274	1312	3186	3936
gene-SAOUHSC_01776	CP000253.1	1675567	1676913	-	1347	55569	25713	66076	8528	20747	27797
gene-SAOUHSC_01777	CP000253.1	1677130	1677720	-	591	1441	910	1990	288	769	965
gene-SAOUHSC_01778	CP000253.1	1677874	1679136	-	1263	24201	29935	22757	5701	26105	37904
gene-SAOUHSC_01779	CP000253.1	1679287	1680588	-	1302	27846	43937	25082	4420	50853	65420
gene-SAOUHSC_01780	CP000253.1	1680636	1680746	-	111	51	29	208	30	83	36
gene-SAOUHSC_01781	CP000253.1	1680751	1681680	-	930	3033	3905	4245	335	3614	4080
gene-SAOUHSC_01782	CP000253.1	1681699	1682307	-	609	1919	2139	3256	926	1974	1880
gene-SAOUHSC_01783	CP000253.1	1682384	1682485	+	102	0	1	0	0	4	5
gene-SAOUHSC_01784	CP000253.1	1682449	1682805	-	357	11088	28314	13363	2024	28764	35137
gene-SAOUHSC_01785	CP000253.1	1682852	1683052	-	201	8276	22903	11829	867	23437	28599
gene-SAOUHSC_01786	CP000253.1	1683081	1683608	-	528	14346	37576	17092	3311	36456	43805
gene-SAOUHSC_01787	CP000253.1	1683837	1685330	-	1494	31189	4788	57334	9366	5856	6013
gene-SAOUHSC_01788	CP000253.1	1685756	1687693	-	1938	28096	5337	80299	15017	3970	6091
gene-SAOUHSC_01789	CP000253.1	1687891	1688013	-	123	18405	6655	32558	1040	5053	7042
gene-SAOUHSC_01791	CP000253.1	1688106	1689026	-	921	10509	6575	12679	2158	5890	7373
gene-SAOUHSC_01792	CP000253.1	1689026	1690426	-	1401	12718	6049	13467	2341	4809	6797
gene-SAOUHSC_01793	CP000253.1	1690427	1690897	-	471	5884	2394	7157	883	1775	2373
gene-SAOUHSC_01794	CP000253.1	1691107	1692132	-	1026	20028	27180	22119	888	18511	19479
gene-SAOUHSC_01795	CP000253.1	1692302	1692925	-	624	4185	3168	6287	1218	3807	4690
gene-SAOUHSC_01796	CP000253.1	1692941	1693813	-	873	4402	2802	4900	552	3014	3681
gene-SAOUHSC_01797	CP000253.1	1693829	1696459	-	2631	11675	6076	11933	1452	5730	8219
gene-SAOUHSC_01798	CP000253.1	1696753	1698240	-	1488	1188	1440	1084	69	2319	2219
gene-SAOUHSC_01799	CP000253.1	1698739	1700400	-	1662	3901	3920	3773	340	4323	5777
gene-SAOUHSC_01800	CP000253.1	1700400	1701104	-	705	2615	897	3304	411	861	1238
gene-SAOUHSC_A01723	CP000253.1	1701056	1701274	+	219	4	8	3	0	7	7
gene-SAOUHSC_01801	CP000253.1	1701494	1702762	-	1269	6260	9888	5104	1029	9723	14189
gene-SAOUHSC_01802	CP000253.1	1702811	1703668	-	858	3255	4461	2751	442	4093	5802
gene-SAOUHSC_01803	CP000253.1	1704280	1705641	+	1362	29087	6073	36596	5109	4245	7733
gene-SAOUHSC_01804	CP000253.1	1705674	1706480	-	807	15	72	19	3	63	92
gene-SAOUHSC_01805	CP000253.1	1706498	1707325	-	828	27	51	16	7	49	64
gene-SAOUHSC_01806	CP000253.1	1707966	1709723	-	1758	38916	8704	31322	11118	7003	11275
gene-SAOUHSC_01807	CP000253.1	1709745	1710668	-	924	9423	3464	13523	6990	2859	3923
gene-SAOUHSC_01808	CP000253.1	1710982	1711926	-	945	6759	7660	8342	1887	10111	12352
gene-SAOUHSC_01809	CP000253.1	1711926	1712783	-	858	5171	5343	6597	984	6106	7787
gene-SAOUHSC_01810	CP000253.1	1712978	1714207	-	1230	4417	4010	6357	1874	4607	6181
gene-SAOUHSC_01811	CP000253.1	1714657	1717854	-	3198	17899	13347	15720	2651	11428	17137
gene-SAOUHSC_01812	CP000253.1	1717875	1718816	-	942	4163	3278	4031	801	2778	4329
gene-SAOUHSC_01813	CP000253.1	1719077	1720375	-	1299	5944	3912	5533	1047	2939	4880
gene-SAOUHSC_01814	CP000253.1	1720580	1720993	+	414	9283	5041	8777	1265	4702	6707
gene-SAOUHSC_01815	CP000253.1	1721298	1721987	-	690	12891	6419	11923	2383	5003	6867
gene-SAOUHSC_01816	CP000253.1	1722162	1723217	+	1056	4238	1646	5022	1274	1755	2476
gene-SAOUHSC_01817	CP000253.1	1723311	1723409	-	99	107	64	40	4	30	65
gene-SAOUHSC_01818	CP000253.1	1723533	1724651	-	1119	11482	13943	13398	3144	8453	13274
gene-SAOUHSC_01819	CP000253.1	1724792	1725292	+	501	51285	17098	46720	23013	8183	19524
gene-SAOUHSC_01820	CP000253.1	1725538	1726740	-	1203	8726	8497	7141	1268	6983	10526
gene-SAOUHSC_01821	CP000253.1	1726828	1727775	-	948	2828	1435	2094	245	1144	2004
gene-SAOUHSC_01822	CP000253.1	1727898	1728392	-	495	9654	4430	6456	673	3161	6287
gene-SAOUHSC_01823	CP000253.1	1728490	1729260	-	771	1109	1183	2022	187	1125	1225
gene-SAOUHSC_01824	CP000253.1	1729304	1730527	-	1224	1821	2268	2791	697	1947	2289
gene-SAOUHSC_01825	CP000253.1	1730527	1731675	-	1149	1385	1475	2043	132	1369	1692
gene-SAOUHSC_01826	CP000253.1	1731824	1731964	+	141	0	0	0	0	0	1
gene-SAOUHSC_01827	CP000253.1	1732038	1733732	-	1695	26813	18185	25607	2964	18695	26482
gene-SAOUHSC_01828	CP000253.1	1733869	1734333	+	465	1638	450	1825	516	389	620
gene-SAOUHSC_01829	CP000253.1	1734577	1735179	+	603	40474	67833	47458	10012	55824	65639
gene-SAOUHSC_A01754	CP000253.1	1735252	1735506	+	255	3	24	5	0	28	19
gene-SAOUHSC_01830	CP000253.1	1735395	1736138	-	744	967	775	1483	211	856	1164
gene-SAOUHSC_01831	CP000253.1	1736218	1736664	+	447	1647	973	2050	351	585	1090
gene-SAOUHSC_01832	CP000253.1	1736778	1737938	+	1161	18121	1024	23515	3869	471	941
gene-SAOUHSC_01833	CP000253.1	1737925	1739529	+	1605	17255	2185	22080	3126	1828	2626
gene-SAOUHSC_01834	CP000253.1	1739623	1739718	+	96	3	5	4	0	2	4
gene-SAOUHSC_01835	CP000253.1	1739679	1740809	-	1131	8381	2378	11917	1111	2585	3053
gene-SAOUHSC_01836	CP000253.1	1740916	1742382	-	1467	4889	5519	5711	780	5765	7610
gene-SAOUHSC_01837	CP000253.1	1742510	1743127	-	618	2608	1059	3160	518	966	1419
gene-SAOUHSC_01838	CP000253.1	1743299	1744573	+	1275	8016	2869	9130	2180	1739	3739
gene-SAOUHSC_01839	CP000253.1	1744667	1745929	-	1263	1490	687	1775	241	648	1082
gene-SAOUHSC_01840	CP000253.1	1746311	1747216	+	906	901	365	1190	65	495	669
gene-SAOUHSC_01841	CP000253.1	1747196	1747288	-	93	0	0	0	0	0	2
gene-SAOUHSC_01843	CP000253.1	1747419	1750106	-	2688	771	1630	967	129	1412	2399
gene-SAOUHSC_01844	CP000253.1	1750105	1750194	+	90	2	6	3	2	2	6
gene-SAOUHSC_01845	CP000253.1	1750440	1752107	-	1668	16491	9009	21572	5734	5464	10851
gene-SAOUHSC_01846	CP000253.1	1752547	1754253	-	1707	8425	4428	16613	2829	2297	3713
gene-SAOUHSC_01847	CP000253.1	1754422	1755054	+	633	3340	851	4145	634	426	752
gene-SAOUHSC_01849	CP000253.1	1755079	1756248	+	1170	4205	1874	5686	1324	919	1676
gene-SAOUHSC_01850	CP000253.1	1756346	1757335	-	990	17429	14033	27799	2316	13190	20308
gene-SAOUHSC_01851	CP000253.1	1757408	1757521	-	114	3	0	1	1	1	0
gene-SAOUHSC_01852	CP000253.1	1757875	1758966	-	1092	22550	3605	39250	5380	3599	5354
gene-SAOUHSC_01853	CP000253.1	1759427	1759531	-	105	22	19	22	1	13	17
gene-SAOUHSC_01854	CP000253.1	1759666	1761183	-	1518	57890	30653	75186	24984	25091	37427
gene-SAOUHSC_01855	CP000253.1	1761257	1761748	-	492	55497	28465	32314	6490	20964	37140
gene-SAOUHSC_01856	CP000253.1	1761822	1763135	-	1314	12949	7686	18475	2222	7226	10184
gene-SAOUHSC_01857	CP000253.1	1763159	1766983	-	3825	28383	14694	36822	8328	13358	19793
gene-SAOUHSC_01858	CP000253.1	1767004	1767600	-	597	2305	992	2821	927	932	1468
gene-SAOUHSC_01859	CP000253.1	1767629	1768486	-	858	2180	1099	1828	340	1087	1593
gene-SAOUHSC_01860	CP000253.1	1768586	1768897	-	312	4919	1373	4491	1301	1217	2036
gene-SAOUHSC_01861	CP000253.1	1768962	1770038	-	1077	3443	2009	3862	1142	2006	3202
gene-SAOUHSC_01863	CP000253.1	1770125	1770436	+	312	4336	1310	4116	218	1562	2013
gene-SAOUHSC_01864	CP000253.1	1770561	1771403	-	843	2399	1391	3136	861	1130	1851
gene-SAOUHSC_01865	CP000253.1	1771873	1772517	-	645	12515	11919	17938	2878	12188	14970
gene-SAOUHSC_01866	CP000253.1	1772532	1773257	-	726	19425	13611	21898	7855	12154	16833
gene-SAOUHSC_01867	CP000253.1	1773873	1774721	-	849	4796	2877	6201	1110	3189	4112
gene-SAOUHSC_01868	CP000253.1	1774725	1776134	-	1410	9651	2180	11415	5755	1769	2751
gene-SAOUHSC_01869	CP000253.1	1776998	1777420	-	423	19212	7904	32901	4003	5972	7464
gene-SAOUHSC_01870	CP000253.1	1777437	1778132	-	696	4657	3309	7232	996	3483	4386
gene-SAOUHSC_01871	CP000253.1	1778129	1779790	-	1662	6383	3161	6061	1314	2912	4240
gene-SAOUHSC_01872	CP000253.1	1780197	1781465	+	1269	2213	1734	2946	810	1393	1879
gene-SAOUHSC_01873	CP000253.1	1781582	1788142	-	6561	1524	3699	1701	297	3986	5314
gene-SAOUHSC_01874	CP000253.1	1788485	1788796	-	312	821	333	1500	652	330	449
gene-SAOUHSC_01875	CP000253.1	1788818	1791235	-	2418	6862	2937	7632	2355	2304	3302
gene-SAOUHSC_01876	CP000253.1	1791523	1792704	-	1182	2850	2202	2258	595	1509	2256
gene-SAOUHSC_01877	CP000253.1	1792814	1793767	+	954	3698	1953	3792	998	1563	2612
gene-SAOUHSC_01878	CP000253.1	1793764	1794327	+	564	2730	1549	2853	225	1359	2204
gene-SAOUHSC_01879	CP000253.1	1794447	1794848	-	402	7482	5189	6611	443	4839	6788
gene-SAOUHSC_01880	CP000253.1	1795368	1795592	-	225	78	104	119	11	102	148
gene-SAOUHSC_01881	CP000253.1	1795589	1796080	-	492	71	97	71	5	93	123
gene-SAOUHSC_01882	CP000253.1	1796427	1797254	-	828	5857	5020	6020	895	4705	7378
gene-SAOUHSC_01883	CP000253.1	1797257	1797376	-	120	11	8	35	5	24	15
gene-SAOUHSC_01884	CP000253.1	1797488	1798489	+	1002	27473	5376	39498	5510	2109	3919
gene-SAOUHSC_01886	CP000253.1	1798611	1799075	-	465	1085	1161	810	277	906	1202
gene-SAOUHSC_01887	CP000253.1	1799088	1800269	-	1182	2314	2950	2757	445	2332	2495
gene-SAOUHSC_01888	CP000253.1	1800280	1800912	-	633	1288	1517	1328	302	1168	1390
gene-SAOUHSC_01889	CP000253.1	1800919	1801923	-	1005	2901	3072	2876	1006	2205	2516
gene-SAOUHSC_01890	CP000253.1	1802443	1803945	-	1503	711	359	734	150	300	447
gene-SAOUHSC_01891	CP000253.1	1804468	1804782	+	315	292	433	470	12	366	457
gene-SAOUHSC_01893	CP000253.1	1804782	1806074	+	1293	1082	1586	1413	62	1708	1761
gene-SAOUHSC_01894	CP000253.1	1806092	1806487	+	396	616	832	606	169	874	943
gene-SAOUHSC_01895	CP000253.1	1806782	1807636	-	855	9289	7199	12015	1659	6488	8618
gene-SAOUHSC_01896	CP000253.1	1807912	1808136	-	225	1774	773	2172	115	804	1162
gene-SAOUHSC_01897	CP000253.1	1808335	1808805	+	471	574	465	401	17	701	635
gene-SAOUHSC_01898	CP000253.1	1808918	1809361	+	444	595	518	333	21	846	688
gene-SAOUHSC_01899	CP000253.1	1809348	1809791	-	444	1426	274	2102	93	306	371
gene-SAOUHSC_01900	CP000253.1	1810087	1810722	+	636	461	703	287	27	1023	1260
gene-SAOUHSC_01901	CP000253.1	1811162	1811875	-	714	12217	5244	12582	873	2796	7083
gene-SAOUHSC_01902	CP000253.1	1812135	1812437	+	303	288	22	243	26	35	43
gene-SAOUHSC_01903	CP000253.1	1812693	1813058	+	366	147	36	197	22	40	48
gene-SAOUHSC_01904	CP000253.1	1813055	1813408	+	354	102	72	141	14	74	117
gene-SAOUHSC_01905	CP000253.1	1813964	1814788	+	825	111	213	106	9	202	244
gene-SAOUHSC_01906	CP000253.1	1814821	1815429	+	609	12	28	3	0	48	51
gene-SAOUHSC_01907	CP000253.1	1815492	1816325	-	834	2140	1109	2924	1100	576	1237
gene-SAOUHSC_01908	CP000253.1	1816537	1817445	-	909	10521	7694	11654	575	6680	9538
gene-SAOUHSC_01909	CP000253.1	1817570	1818763	-	1194	9224	6882	11336	2794	7156	8941
gene-SAOUHSC_01910	CP000253.1	1819134	1820726	+	1593	32303	39933	38229	5679	24273	38716
gene-SAOUHSC_01911	CP000253.1	1820862	1821347	-	486	1177	467	2033	77	554	654
gene-SAOUHSC_01912	CP000253.1	1821722	1822468	-	747	185	371	163	97	372	669
gene-SAOUHSC_01913	CP000253.1	1822473	1822946	-	474	52	41	82	17	46	66
gene-SAOUHSC_01914	CP000253.1	1823012	1823269	+	258	1860	835	2168	254	792	1199
gene-SAOUHSC_01915	CP000253.1	1823266	1824267	-	1002	799	577	787	174	503	887
gene-SAOUHSC_01916	CP000253.1	1824272	1825750	-	1479	909	507	956	293	377	707
gene-SAOUHSC_01917	CP000253.1	1825909	1826364	-	456	89	317	103	4	367	502
gene-SAOUHSC_01918	CP000253.1	1826667	1827317	+	651	11324	14670	9191	1177	8927	11067
gene-SAOUHSC_01919	CP000253.1	1827398	1828393	+	996	14221	21602	8861	1826	14139	17684
gene-SAOUHSC_01920	CP000253.1	1828469	1829095	+	627	450	291	374	25	273	330
gene-SAOUHSC_01921	CP000253.1	1829136	1829480	+	345	217	155	126	6	135	209
gene-SAOUHSC_01922	CP000253.1	1829578	1830129	+	552	376	313	365	33	332	503
gene-SAOUHSC_01923	CP000253.1	1830347	1830988	-	642	230	53	219	20	64	92
gene-SAOUHSC_01924	CP000253.1	1831102	1831287	-	186	10	6	32	1	6	18
gene-SAOUHSC_01925	CP000253.1	1831289	1831465	-	177	29	24	29	35	28	25
gene-SAOUHSC_01926	CP000253.1	1831476	1831859	-	384	336	313	778	167	287	380
gene-SAOUHSC_01927	CP000253.1	1832051	1832260	-	210	176	121	203	14	129	147
gene-SAOUHSC_01928	CP000253.1	1832463	1832606	-	144	147	147	284	7	93	146
gene-SAOUHSC_01929	CP000253.1	1833027	1833128	+	102	39	20	10	3	13	33
gene-SAOUHSC_01930	CP000253.1	1833476	1833835	-	360	453	240	711	55	512	409
gene-SAOUHSC_01931	CP000253.1	1834373	1838485	-	4113	1038	409	1291	217	587	690
gene-SAOUHSC_01932	CP000253.1	1839335	1840534	-	1200	1275	496	1656	429	480	795
gene-SAOUHSC_01933	CP000253.1	1840527	1842266	-	1740	1575	348	1712	602	288	512
gene-SAOUHSC_01934	CP000253.1	1842247	1842381	-	135	6	6	5	3	12	22
gene-SAOUHSC_01935	CP000253.1	1842446	1843165	-	720	242	636	357	111	626	1456
gene-SAOUHSC_01936	CP000253.1	1843316	1844032	-	717	159	408	255	70	323	760
gene-SAOUHSC_01937	CP000253.1	1844134	1844241	+	108	4	1	9	0	5	3
gene-SAOUHSC_01938	CP000253.1	1844190	1844909	-	720	250	619	471	213	506	1164
gene-SAOUHSC_01939	CP000253.1	1845030	1845749	-	720	281	679	593	142	501	1090
gene-SAOUHSC_01941	CP000253.1	1845807	1846529	-	723	358	569	917	166	495	1019
gene-SAOUHSC_01942	CP000253.1	1846654	1847361	-	708	414	613	764	172	467	1083
gene-SAOUHSC_01943	CP000253.1	1847797	1848015	-	219	20	25	20	2	20	22
gene-SAOUHSC_01944	CP000253.1	1848325	1848891	+	567	905	463	686	76	505	880
gene-SAOUHSC_01945	CP000253.1	1849365	1850063	-	699	1327	561	2310	214	524	673
gene-SAOUHSC_01947	CP000253.1	1850060	1850821	-	762	1395	546	1350	595	360	567
gene-SAOUHSC_01948	CP000253.1	1850818	1851510	-	693	2680	1315	3170	454	784	1167
gene-SAOUHSC_01949	CP000253.1	1851533	1852906	-	1374	1325	873	1716	201	584	993
gene-SAOUHSC_01950	CP000253.1	1852916	1853434	-	519	44	47	47	4	48	61
gene-SAOUHSC_01951	CP000253.1	1853450	1854694	-	1245	131	148	205	19	171	260
gene-SAOUHSC_01952	CP000253.1	1854687	1857680	-	2994	338	347	516	24	363	521
gene-SAOUHSC_01953	CP000253.1	1857745	1857888	-	144	159	241	141	6	162	367
gene-SAOUHSC_01954	CP000253.1	1859010	1859993	-	984	154	329	166	26	292	476
gene-SAOUHSC_01955	CP000253.1	1859995	1860900	-	906	75	160	94	8	137	214
gene-SAOUHSC_01956	CP000253.1	1861729	1862268	+	540	224	268	195	9	319	374
gene-SAOUHSC_01957	CP000253.1	1862281	1863069	+	789	2705	1266	4643	462	1356	1761
gene-SAOUHSC_T00050	CP000253.1	1864312	1864400	-	89	227	120	166	156	80	151
gene-SAOUHSC_T00019	CP000253.1	1864455	1864526	-	72	537	584	183	658	436	741
gene-SAOUHSC_T0009	CP000253.1	1864528	1864602	-	75	189	233	37	151	196	311
gene-SAOUHSC_T00022	CP000253.1	1864617	1864690	-	74	292	369	81	159	327	440
gene-SAOUHSC_T00026	CP000253.1	1864706	1864781	-	76	835	878	475	646	895	1262
gene-SAOUHSC_T00042	CP000253.1	1864795	1864867	-	73	945	822	755	478	793	1021
gene-SAOUHSC_T00012	CP000253.1	1864884	1864959	-	76	173	108	93	151	84	153
gene-SAOUHSC_T00038	CP000253.1	1864981	1865054	-	74	498	258	245	546	199	310
gene-SAOUHSC_01958	CP000253.1	1865526	1866080	-	555	1499	689	2121	491	522	727
gene-SAOUHSC_01959	CP000253.1	1866174	1866401	+	228	4	7	8	0	15	12
gene-SAOUHSC_01960	CP000253.1	1866403	1867803	-	1401	5297	5300	6600	1254	4401	5771
gene-SAOUHSC_01961	CP000253.1	1867827	1868750	-	924	2971	2602	3809	990	1921	2623
gene-SAOUHSC_01962	CP000253.1	1868808	1869845	-	1038	3298	2581	4797	585	2034	2711
gene-SAOUHSC_01963	CP000253.1	1869835	1869945	-	111	2	0	1	2	1	0
gene-SAOUHSC_01964	CP000253.1	1870108	1870611	+	504	13651	2869	18927	689	1668	3140
gene-SAOUHSC_01966	CP000253.1	1870735	1871958	-	1224	4686	1459	5882	750	1516	2375
gene-SAOUHSC_01967	CP000253.1	1871951	1872691	-	741	3277	804	3583	377	545	1130
gene-SAOUHSC_01968	CP000253.1	1872825	1873247	+	423	4431	2212	5369	195	1924	2618
gene-SAOUHSC_01969	CP000253.1	1873389	1873754	+	366	34244	8641	34014	15912	6106	9968
gene-SAOUHSC_01971	CP000253.1	1874487	1875044	+	558	509	101	450	42	90	133
gene-SAOUHSC_01972	CP000253.1	1875249	1876211	+	963	10412	39511	15306	1932	49996	53911
gene-SAOUHSC_01973	CP000253.1	1876332	1877273	-	942	10914	6009	12749	2097	6113	8563
gene-SAOUHSC_01974	CP000253.1	1877270	1880206	-	2937	23363	10830	27614	3626	10723	14118
gene-SAOUHSC_01975	CP000253.1	1880196	1881392	-	1197	10778	2652	12698	1090	2248	3131
gene-SAOUHSC_01976	CP000253.1	1881683	1881781	-	99	20	51	24	2	31	52
gene-SAOUHSC_01977	CP000253.1	1882164	1882508	-	345	10645	6254	11902	846	4905	8030
gene-SAOUHSC_01978	CP000253.1	1882577	1883701	-	1125	3318	2389	3586	287	2492	3470
gene-SAOUHSC_01979	CP000253.1	1883880	1884344	-	465	1111	1166	1185	85	1030	1532
gene-SAOUHSC_01980	CP000253.1	1884700	1885323	-	624	653	370	769	57	328	494
gene-SAOUHSC_01981	CP000253.1	1885345	1886457	-	1113	1321	628	1546	125	601	931
gene-SAOUHSC_01982	CP000253.1	1886620	1887441	+	822	5246	2411	5192	921	1631	2709
gene-SAOUHSC_01983	CP000253.1	1887904	1889289	-	1386	9761	3239	10151	2943	2104	3795
gene-SAOUHSC_01984	CP000253.1	1889485	1889880	-	396	745	298	636	46	318	375
gene-SAOUHSC_01985	CP000253.1	1889999	1890361	+	363	29	34	20	7	32	74
gene-SAOUHSC_01986	CP000253.1	1890657	1890809	-	153	10074	4535	8447	1047	3778	6200
gene-SAOUHSC_01987	CP000253.1	1890834	1891433	-	600	29381	14683	28304	3782	10479	16738
gene-SAOUHSC_01988	CP000253.1	1891592	1892062	-	471	1137	815	1539	311	730	932
gene-SAOUHSC_01989	CP000253.1	1892067	1893209	-	1143	2883	1687	3754	722	1510	1897
gene-SAOUHSC_01990	CP000253.1	1893345	1894073	-	729	600	1149	1415	351	1527	1766
gene-SAOUHSC_01991	CP000253.1	1894060	1895517	-	1458	522	1376	1845	152	1712	1914
gene-SAOUHSC_01992	CP000253.1	1895775	1896836	-	1062	3661	2491	3788	657	2319	2504
gene-SAOUHSC_01993	CP000253.1	1897329	1898531	+	1203	673	354	572	27	348	536
gene-SAOUHSC_T00031	CP000253.1	1898905	1898988	-	84	4283	1943	3208	6913	1540	2922
gene-SAOUHSC_T00023	CP000253.1	1899205	1899279	-	75	1845	2834	1495	1325	3880	4436
gene-SAOUHSC_T00015	CP000253.1	1899287	1899360	-	74	286	477	152	125	376	596
gene-SAOUHSC_T00016	CP000253.1	1899366	1899437	-	72	965	1222	170	351	1060	1708
gene-SAOUHSC_T00027	CP000253.1	1899449	1899521	-	73	1172	2072	346	985	1513	2491
gene-SAOUHSC_T00056	CP000253.1	1899524	1899597	-	74	525	1371	373	500	849	1351
gene-SAOUHSC_T00057	CP000253.1	1899613	1899693	-	81	1489	1664	2726	1039	1689	2036
gene-SAOUHSC_T00054	CP000253.1	1899699	1899774	-	76	508	1787	627	190	1339	1770
gene-SAOUHSC_T00043	CP000253.1	1899782	1899854	-	73	816	723	510	373	1485	1687
gene-SAOUHSC_A01909	CP000253.1	1899812	1899976	+	165	1	2	3	3	1	5
gene-SAOUHSC_T00013	CP000253.1	1899873	1899948	-	76	158	265	104	164	283	397
gene-SAOUHSC_T00039	CP000253.1	1899958	1900031	-	74	1045	2006	452	1085	1778	3155
gene-SAOUHSC_T00051	CP000253.1	1900046	1900138	-	93	1112	3331	319	497	2605	3833
gene-SAOUHSC_A01910	CP000253.1	1900176	1900424	+	249	5	7	2	1	8	17
gene-SAOUHSC_T00014	CP000253.1	1900177	1900252	-	76	615	1940	413	545	1778	2162
gene-SAOUHSC_T00052	CP000253.1	1900263	1900352	-	90	377	929	94	193	617	1228
gene-SAOUHSC_T00040	CP000253.1	1900362	1900435	-	74	599	1165	323	447	1232	1631
gene-SAOUHSC_T00041	CP000253.1	1900461	1900537	-	77	2472	3626	1779	1662	5579	6901
gene-SAOUHSC_T0002	CP000253.1	1900559	1900634	-	76	299	561	213	192	614	936
gene-SAOUHSC_T00045	CP000253.1	1900652	1900725	-	74	444	498	607	340	518	773
gene-SAOUHSC_T0007	CP000253.1	1900735	1900808	-	74	1975	5636	889	1154	2459	4229
gene-SAOUHSC_T00032	CP000253.1	1900827	1900915	-	89	438	675	102	122	379	726
gene-SAOUHSC_T00024	CP000253.1	1900926	1901000	-	75	29	54	12	9	68	68
gene-SAOUHSC_T00033	CP000253.1	1901004	1901085	-	82	1822	2434	61	1202	1326	3106
gene-SAOUHSC_T00036	CP000253.1	1901089	1901164	-	76	436	1180	175	397	477	967
gene-SAOUHSC_T00055	CP000253.1	1901170	1901245	-	76	272	206	116	179	359	736
gene-SAOUHSC_T00060	CP000253.1	1901262	1901337	-	76	4	9	3	1	9	11
gene-SAOUHSC_R00013	CP000253.1	1901349	1901463	-	115	4	4	0	6	0	10
gene-SAOUHSC_R0008	CP000253.1	1901536	1904457	-	2922	1255	2580	910	2472	757	1757
gene-SAOUHSC_T0003	CP000253.1	1904671	1904746	-	76	659	1422	559	515	1863	3920
gene-SAOUHSC_A01912	CP000253.1	1904764	1904943	+	180	1	2	0	1	0	7
gene-SAOUHSC_T00028	CP000253.1	1904765	1904841	-	77	60	155	37	19	86	113
gene-SAOUHSC_R0003	CP000253.1	1904931	1906485	-	1555	489	224	311	926	93	405
gene-SAOUHSC_01997	CP000253.1	1907224	1907670	-	447	26303	23275	36249	1880	23075	30719
gene-SAOUHSC_01998	CP000253.1	1907767	1908717	-	951	4278	2010	6756	426	2507	2874
gene-SAOUHSC_01999	CP000253.1	1908723	1909178	-	456	2157	918	4043	182	974	1287
gene-SAOUHSC_02000	CP000253.1	1909373	1910548	+	1176	3229	4626	3638	1398	6591	6472
gene-SAOUHSC_02001	CP000253.1	1910892	1911935	+	1044	6590	7955	9459	917	11340	11337
gene-SAOUHSC_02002	CP000253.1	1912025	1912117	-	93	114	114	110	9	108	158
gene-SAOUHSC_02003	CP000253.1	1912126	1913862	-	1737	4530	7952	5789	801	5380	7356
gene-SAOUHSC_02004	CP000253.1	1914153	1914695	-	543	3403	6698	3800	817	9228	8992
gene-SAOUHSC_02005	CP000253.1	1914997	1916034	-	1038	1915	1550	2542	253	1893	1939
gene-SAOUHSC_02006	CP000253.1	1916186	1917163	+	978	7134	11200	7015	1434	10646	14811
gene-SAOUHSC_02007	CP000253.1	1917267	1917497	+	231	2	4	2	0	9	11
gene-SAOUHSC_02008	CP000253.1	1917424	1918260	-	837	2026	852	2265	138	1480	1621
gene-SAOUHSC_02009	CP000253.1	1918269	1919786	-	1518	4240	1151	5391	694	1142	1539
gene-SAOUHSC_02010	CP000253.1	1919801	1920091	-	291	1216	244	2001	193	235	357
gene-SAOUHSC_02011	CP000253.1	1920093	1920911	-	819	1551	525	2747	193	469	682
gene-SAOUHSC_02012	CP000253.1	1921172	1921981	-	810	7897	17085	11590	825	18663	19464
gene-SAOUHSC_02013	CP000253.1	1922322	1922837	-	516	14889	6219	14721	2628	4642	6503
gene-SAOUHSC_02014	CP000253.1	1922968	1923129	-	162	695	324	703	34	358	427
gene-SAOUHSC_02015	CP000253.1	1923456	1923557	+	102	0	0	0	0	0	0
gene-SAOUHSC_02016	CP000253.1	1923883	1924083	-	201	0	0	0	0	0	0
gene-SAOUHSC_02017	CP000253.1	1924070	1924180	-	111	0	0	0	0	0	0
gene-SAOUHSC_02018	CP000253.1	1924251	1924403	-	153	0	0	0	0	0	0
gene-SAOUHSC_02019	CP000253.1	1924647	1926092	-	1446	0	0	0	0	0	0
gene-SAOUHSC_02020	CP000253.1	1926073	1926510	-	438	0	0	0	0	0	0
